Option1
0.996455,3.2209408220572824
0.990604,3.0797583332063128
0.981713,3.1035631140475597
0.934494,3.1573859207739905
0.993989,3.089773716251646
0.995063,3.086171398705256
0.993777,3.0858895939363187
0.993638,3.1495222781829595
0.996949,3.2450969816513084
0.996623,3.091261542174537
Option2
0.997481,3.0951378120166093
0.997501,3.09046095317217
0.997795,3.0941223395802457
0.998111,3.0837219157862132
0.997919,3.0843578905495277
0.998184,3.1047696485640826
0.997527,3.0808144205750785
0.997934,3.0785098505176025
0.997145,3.090234005229397
0.997574,3.102264598768829
Option3
0.999719,3.9842316589316082
0.999292,3.266140198344585
0.999612,3.9882756177609067
0.999424,3.6267136066819563
0.999702,3.5138409695721196
0.999592,4.720335044377092
0.999601,4.037681828589264
0.999254,4.142219220618648
0.999584,4.578312576355438
0.999615,5.394002265670707
Option4
0.995726,5.647600455492412
0.995993,6.195812428453304
0.997374,5.129120841163269
0.995213,5.771641827653086
0.998597,5.508367450294916
0.997685,4.036302558776082
0.997215,4.504700993865086
0.994763,4.842563108990319
0.997731,4.214827280161691
0.996751,4.929586340997162
